Iteration,Loss,SSIM,Reconstructed_Label
118,9.578940080245957e-05,0.9899181770326118,9
119,8.9199747890234e-05,0.989974312263833,9
120,8.454362250631675e-05,0.9901602763748734,9
121,0.00010677055252017453,0.9903154929537745,9
122,8.283260103780776e-05,0.9902177590590256,9
123,8.826633711578324e-05,0.9903171252040468,9
124,8.301527122966945e-05,0.9903406566945758,9
125,8.143221202772111e-05,0.9904527037277729,9
126,0.0015208005206659436,0.9889351467232732,9
127,7.999689842108637e-05,0.9907428456481392,9
128,9.44390194490552e-05,0.9907038698534993,9
129,8.576486288802698e-05,0.9908440019604723,9
130,9.385714656673372e-05,0.9909142222277512,9
131,8.50977812660858e-05,0.9909138722708944,9
132,7.820432801963761e-05,0.990984822077864,9
133,8.546534081688151e-05,0.9910407337916673,9
134,9.02552274055779e-05,0.9910792190824035,9
135,9.205503738485277e-05,0.9911888849276763,9
136,7.915237074485049e-05,0.9911608815016831,9
137,8.256110595539212e-05,0.9911876501592659,9
138,9.865898755379021e-05,0.9912786849680737,9
139,9.425365715287626e-05,0.9913084010577061,9
140,8.79198414622806e-05,0.9913935201936925,9
141,8.696116128703579e-05,0.991445443069441,9
142,8.420274389209226e-05,0.9914843551153262,9
143,9.371853957418352e-05,0.9914387837493208,9
144,8.916137448977679e-05,0.9914917534977726,9
145,8.008316945051774e-05,0.9915440183066757,9
146,8.008323493413627e-05,0.9915408895918604,9
147,8.150687790475786e-05,0.9915532284587093,9
148,9.534632408758625e-05,0.991644215125304,9
149,9.261085506295785e-05,0.9916102696628966,9
150,9.261838567908853e-05,0.9915942307230989,9
151,9.369022882310674e-05,0.9916407502085499,9
152,9.21871469472535e-05,0.9917040777629649,9
153,8.547173638362437e-05,0.9918041518454016,9
154,9.443162707611918e-05,0.9918028917714689,9
155,8.533684012945741e-05,0.9918532848534499,9
156,7.88303223089315e-05,0.9918681784318044,9
157,8.454140333924443e-05,0.9919407051166839,9
158,9.179732296615839e-05,0.9920444480589861,9
159,7.731015648460016e-05,0.9920027669541229,9
160,8.473461639368907e-05,0.9919883455397814,9
161,8.257466106442735e-05,0.9920593998312245,9
162,8.053849887801334e-05,0.9920608103275299,9
163,9.01233361219056e-05,0.9920471138679064,9
164,7.349136285483837e-05,0.9921155064063665,9
165,8.195687405532226e-05,0.9920951153576021,9
166,7.776942948112264e-05,0.9921382319997754,9
167,7.664316945010796e-05,0.9921364983510689,9
168,8.349891868419945e-05,0.992148727090401,9
169,7.205144356703386e-05,0.9921610987574391,9
170,7.988118886714801e-05,0.9922043601789418,9
171,8.183878526324406e-05,0.9922589818401449,9
172,8.590530342189595e-05,0.9922247683331811,9
173,8.3953607827425e-05,0.9922200674136009,9
174,7.612473564222455e-05,0.9923009320476351,9
175,0.00010801100870594382,0.9923170673600316,9
176,7.2439645009581e-05,0.9922832198573287,9
177,9.653114102547988e-05,0.9922523487072724,9
178,8.734023867873475e-05,0.9923443323409064,9
179,7.605802966281772e-05,0.9923777061806628,9
180,9.497478458797559e-05,0.992434220994718,9
181,7.829011155990884e-05,0.9924293199234461,9
182,7.914743036963046e-05,0.9924320493047759,9
183,7.994522457011044e-05,0.9924475460715548,9
184,8.889393211575225e-05,0.9924727997483587,9
185,0.0008350633434019983,0.9915213887331754,9
186,7.565995474578813e-05,0.9925107382811033,9
187,7.694343366893008e-05,0.9924986547619633,9
188,8.9292399934493e-05,0.9925071439270438,9
189,8.866527787176892e-05,0.9925441280800915,9
190,7.948974234750494e-05,0.9925834615907726,9
191,7.39513779990375e-05,0.9925738279459745,9
192,7.557207572972402e-05,0.9926119431765121,9
193,7.814516720827669e-05,0.9926073475349584,9
194,8.494186477037147e-05,0.9926328632605852,9
195,9.097380825551227e-05,0.99265643019648,9
196,9.814404620556161e-05,0.9925742107911928,9
197,7.784755143802613e-05,0.992687387491119,9
198,7.481996726710349e-05,0.99270750300066,9
199,7.887637912062928e-05,0.99270885697836,9
