Iteration,Loss,SSIM,Reconstructed_Label
45,0.00017388808191753924,0.9704646165289822,9
46,0.0001838089374359697,0.9715702796035265,9
47,0.00017100288823712617,0.9719735368998093,9
48,0.00017343851504847407,0.9721898684752058,9
49,0.00016952180885709822,0.9734052391888122,9
50,0.00015363108832389116,0.974205212832908,9
51,0.00015989177336450666,0.9744881662215001,9
52,0.00015573376731481403,0.9753360806925763,9
53,0.000176335233845748,0.9762615535474388,9
54,0.00015523059119004756,0.9757790140939887,9
55,0.00015473287203349173,0.9766534889590811,9
56,0.000240275141550228,0.9738405533796232,9
57,0.00014558214752469212,0.9778134825049772,9
58,0.0001433420111425221,0.9783316320304335,9
59,0.00016062220674939454,0.978875933446475,9
60,0.00013566108827944845,0.9790333257271693,9
61,0.00013805109483655542,0.9795670117411388,9
62,0.00013581925304606557,0.9803537566809964,9
63,0.00014510912296827883,0.9811005351635126,9
64,0.00013834524725098163,0.9811658064818242,9
65,0.00012697570491582155,0.9818385067511592,9
66,0.00013696981477551162,0.9825249982656107,9
67,0.00017909477173816413,0.9833188046805957,9
68,0.00011603371240198612,0.9831192252727655,9
69,0.00011968245962634683,0.9834042859853372,9
70,0.0001257418334716931,0.9840197400052166,9
71,0.00012462728773243725,0.9836234775696986,9
72,0.00023975316435098648,0.9853852225478584,9
73,0.00012665738177020103,0.9851969003501023,9
74,0.00012643725494854152,0.9854700280540793,9
75,0.00011939571413677186,0.98589451990184,9
76,0.00011964981240453199,0.9864036304181849,9
77,0.00011253097909502685,0.9863714979597803,9
78,0.00011446178541518748,0.9865040064034377,9
79,0.00011095456284238026,0.9868885488552455,9
80,0.00010975215263897553,0.9871671724425265,9
81,0.00010999320511473343,0.9869918769456931,9
82,0.0001050084683811292,0.9872282799884412,9
83,0.00011137074034195393,0.9873263892337415,9
84,0.00010673110227799043,0.987584163627681,9
85,0.00010683971049729735,0.9878992812167964,9
86,0.00010136355558643118,0.988093457719278,9
87,0.00011011288006557152,0.9885284099176791,9
88,0.00012391673226375133,0.9889307779496943,9
89,9.977625450119376e-05,0.9885399387432978,9
90,0.00010276802640873939,0.9885404465290216,9
91,9.959495218936354e-05,0.9886830712740238,9
92,0.00010287605982739478,0.9887565027856262,9
93,0.00011412877211114392,0.9889742205657902,9
94,0.00011041243851650506,0.9891329940254167,9
95,0.00018215979798696935,0.9878948119265087,9
96,9.716693602968007e-05,0.9894399974473129,9
97,0.0001012488646665588,0.9895948207766346,9
98,9.87783569144085e-05,0.9895480744232087,9
99,9.095114364754409e-05,0.9896803241686003,9
100,9.281755774281919e-05,0.9898598072444194,9
101,9.598520409781486e-05,0.9899009162857688,9
102,0.00010338030551793054,0.9900541531263723,9
103,9.150028199655935e-05,0.9901651771816277,9
104,8.731056732358411e-05,0.9902935772252506,9
105,9.839632548391819e-05,0.9902755760934931,9
106,8.38850683066994e-05,0.9904267502254283,9
107,9.686118573881686e-05,0.9905009566855854,9
108,9.006233449326828e-05,0.9905287111122932,9
109,9.55633440753445e-05,0.990565933507575,9
110,8.487148443236947e-05,0.9906538635845015,9
111,9.135209984378889e-05,0.9906778664454906,9
112,8.866653661243618e-05,0.9907138699434213,9
113,8.888928277883679e-05,0.9907973739346103,9
114,8.855038322508335e-05,0.9909041524815136,9
115,8.893033373169601e-05,0.9910175203395313,9
116,9.239651990355924e-05,0.9910808685263233,9
117,8.373737364308909e-05,0.9910746066880649,9
118,9.15179043659009e-05,0.9911564188243369,9
119,8.8218912424054e-05,0.9910946133926776,9
120,9.740796667756513e-05,0.9911604869295154,9
121,0.00011317263852106407,0.991173684861533,9
122,0.0001059754504240118,0.991210696700762,9
123,8.704607171239331e-05,0.9913804820303381,9
124,8.910948963603005e-05,0.991430883576884,9
125,8.97264908417128e-05,0.9915006635986137,9
126,9.394104563398287e-05,0.9914953235162081,9
127,8.289065590361133e-05,0.9915274715811543,9
128,9.095374844036996e-05,0.9916805627607029,9
129,9.781600965652615e-05,0.9916339058142442,9
130,8.070983312791213e-05,0.9916124513163369,9
131,8.178073039744049e-05,0.9917407483744198,9
132,9.824775770539418e-05,0.9917126116315289,9
133,9.785756265046075e-05,0.9917851300281886,9
134,7.965716940816492e-05,0.9918461561026658,9
135,8.814588363748044e-05,0.9918919961304354,9
136,8.140088175423443e-05,0.9919137847141402,9
137,9.289493755204603e-05,0.9919714033603668,9
138,8.069280738709494e-05,0.9920102055432528,9
139,7.877688767621294e-05,0.9920312383118466,9
140,0.00010563302203081548,0.9920612546290166,9
141,7.719505083514377e-05,0.992069037708305,9
142,8.19269334897399e-05,0.9920935804498267,9
143,7.513199670938775e-05,0.9921415902277422,9
144,8.39509884826839e-05,0.9921830449936658,9
145,9.024175233207643e-05,0.992064223927859,9
146,7.659918628633022e-05,0.9921937439392304,9
147,8.58825005707331e-05,0.9921822479138007,9
148,0.00011663642362691462,0.9922416013549771,9
149,7.940136856632307e-05,0.992285567627856,9
150,8.155472460202873e-05,0.9923321704363682,9
151,8.822186646284536e-05,0.9923279304828869,9
152,8.015385537873954e-05,0.9923400763400207,9
153,7.725464092800394e-05,0.9924233237490852,9
154,8.198954310500994e-05,0.9924468331964764,9
155,7.88922916399315e-05,0.992450359128636,9
156,7.250948692671955e-05,0.9924443749457421,9
157,8.85236804606393e-05,0.9924667422059019,9
158,7.938637281768024e-05,0.9925049840522235,9
159,8.819050708552822e-05,0.9924958265392032,9
160,8.02051872597076e-05,0.9924948062946105,9
161,7.633859058842063e-05,0.9925607620082664,9
162,9.021389269037172e-05,0.9925556915575231,9
163,8.132529183058068e-05,0.9925967534265575,9
164,7.715303945587948e-05,0.9926132824293961,9
165,7.768255454720929e-05,0.9926112412348301,9
166,8.073959179455414e-05,0.9925937701964519,9
167,8.995870302896947e-05,0.9926431132315179,9
168,7.420939800795168e-05,0.9926324053805256,9
169,8.66924092406407e-05,0.9926422458781293,9
170,7.636675582034513e-05,0.9926437594481474,9
171,0.00010737410775618628,0.9926569859480717,9
172,7.753128738841042e-05,0.9926627432629906,9
173,8.69653740664944e-05,0.9926959742632138,9
174,7.742515299469233e-05,0.9926894893484003,9
175,8.079053077381104e-05,0.9927086847773671,9
176,7.892909343354404e-05,0.992713088908139,9
177,7.847341476008296e-05,0.992737478846629,9
178,7.922967051854357e-05,0.9927377672590447,9
179,8.58625426189974e-05,0.9927776630460863,9
180,7.227163587231189e-05,0.9927608234995215,9
181,7.920509233372286e-05,0.9927740303369669,9
182,8.309255645144731e-05,0.9927849680538008,9
183,9.094018605537713e-05,0.9927964146144291,9
184,8.346504910150543e-05,0.992825527339292,9
185,8.309273107443005e-05,0.9928443164691417,9
186,7.603393169119954e-05,0.9928455973517966,9
187,9.560532635077834e-05,0.992827309042039,9
188,7.842727791285142e-05,0.9928693508608102,9
189,7.570596790174022e-05,0.9928863498233479,9
190,7.526025729021057e-05,0.9928795330270508,9
191,8.140381396515295e-05,0.9929049635779928,9
192,7.75055741542019e-05,0.9928955365214828,9
193,7.601999823236838e-05,0.9929219408500829,9
194,8.150340727297589e-05,0.9929639313524291,9
195,7.202380220405757e-05,0.9929762526729403,9
196,8.961294224718586e-05,0.9929819040044525,9
197,7.945537799969316e-05,0.9929916252927667,9
198,7.570470916107297e-05,0.9930229765423656,9
199,8.767088002059609e-05,0.9930264568893161,9
